,NDC Description,NADAC_Per_Unit,Effective_Date,Pricing_Unit,OTC,Classification_for_Rate_Setting,rx_name,dosage
6132231,TIMOPTIC-XE 0.5% EYE SOLN,40.08808,180105,ML,N,B,TIMOPTIC-XE,0.5% EYE SOLN
6144333,TIMOPTIC-XE 0.5% GEL-SOLUTION,40.08808,181010,ML,N,B,TIMOPTIC-XE,0.5% GEL-SOLUTION
2515988,TINACTIN 1% AEROSOL POWDER,0.03462,140917,GM,Y,B,TINACTIN,1% AEROSOL POWDER
2841648,TINACTIN 1% CREAM,0.24173,141119,GM,Y,B,TINACTIN,1% CREAM
3063432,TINACTIN 1% DEODORANT SPRY PWD,0.03462,140917,GM,Y,B,TINACTIN,1% DEODORANT SPRY PWD
2885980,TINACTIN 1% LIQUID SPRAY,0.03090,140820,GM,Y,B,TINACTIN,1% LIQUID SPRAY
3012500,TINDAMAX 500 MG TABLET,13.01402,131218,EA,N,B,TINDAMAX,500 MG TABLET
824121,TINIDAZOLE 250 MG TABLET,2.35750,160210,EA,N,G,TINIDAZOLE,250 MG TABLET
6150354,TINIDAZOLE 500 MG TABLET,2.52873,181017,EA,N,G,TINIDAZOLE,500 MG TABLET
6130472,TIOCONAZOLE 1 6.5% OINTMENT,2.14723,181017,GM,Y,G,TIOCONAZOLE,1 6.5% OINTMENT
6130484,TIROSINT 100 MCG CAPSULE,4.06443,180718,EA,N,B,TIROSINT,100 MCG CAPSULE
6144146,TIROSINT 112 MCG CAPSULE,4.09480,180822,EA,N,B,TIROSINT,112 MCG CAPSULE
6133399,TIROSINT 125 MCG CAPSULE,4.12148,180718,EA,N,B,TIROSINT,125 MCG CAPSULE
6139339,TIROSINT 13 MCG CAPSULE,4.11244,180221,EA,N,B,TIROSINT,13 MCG CAPSULE
6134298,TIROSINT 137 MCG CAPSULE,4.07536,181017,EA,N,B,TIROSINT,137 MCG CAPSULE
6131919,TIROSINT 150 MCG CAPSULE,4.12393,180718,EA,N,B,TIROSINT,150 MCG CAPSULE
6137562,TIROSINT 25 MCG CAPSULE,4.11595,180718,EA,N,B,TIROSINT,25 MCG CAPSULE
6132329,TIROSINT 50 MCG CAPSULE,4.05612,180718,EA,N,B,TIROSINT,50 MCG CAPSULE
6142094,TIROSINT 75 MCG CAPSULE,4.12393,180718,EA,N,B,TIROSINT,75 MCG CAPSULE
6141044,TIROSINT 88 MCG CAPSULE,4.09693,180718,EA,N,B,TIROSINT,88 MCG CAPSULE
6135538,TIVICAY 50 MG TABLET,53.43505,181017,EA,N,B,TIVICAY,50 MG TABLET
6135979,TIZANIDINE HCL 2 MG CAPSULE,0.74509,181017,EA,N,G,TIZANIDINE HCL,2 MG CAPSULE
6150450,TIZANIDINE HCL 2 MG TABLET,0.07955,181017,EA,N,G,TIZANIDINE HCL,2 MG TABLET
6149774,TIZANIDINE HCL 4 MG CAPSULE,0.92350,181017,EA,N,G,TIZANIDINE HCL,4 MG CAPSULE
6150890,TIZANIDINE HCL 4 MG TABLET,0.06833,181017,EA,N,G,TIZANIDINE HCL,4 MG TABLET
6141537,TIZANIDINE HCL 6 MG CAPSULE,1.33423,181017,EA,N,G,TIZANIDINE HCL,6 MG CAPSULE
3053999,TL G-FOL OS TABLET,0.26786,150218,EA,N,G,TL G-FOL OS,TABLET
6144441,TL GARD RX TABLET,0.24020,180919,EA,Y,G,TL GARD RX,TABLET
2679208,TL ICON CAPSULE,0.17056,150218,EA,N,G,TL ICON CAPSULE,
2797999,TL-DMX SYRUP,0.29357,140521,ML,Y,G,TL-DMX SYRUP,
1184195,TL-FLUORIVITE CHEWABLE TABLET,0.74092,141119,EA,N,G,TL-FLUORIVITE CHEWABLE,TABLET
2886828,TL-FOL 500 CAPLET,0.39091,130523,EA,N,G,TL-FOL,500 CAPLET
2690534,TL-HIST DM LIQUID,0.13184,140618,ML,Y,G,TL-HIST DM LIQUID,
2386280,TL-HIST PD DROPS,1.98727,140521,ML,Y,G,TL-HIST PD DROPS,
2698963,TOBI 300 MG/5 ML SOLUTION,22.96608,130221,ML,N,B,TOBI,300 MG/5 ML SOLUTION
6131155,TOBRADEX EYE DROPS,30.37868,180117,ML,N,B,TOBRADEX EYE DROPS,
6149749,TOBRADEX EYE OINTMENT,58.98313,180523,GM,N,B,TOBRADEX EYE OINTMENT,
6142830,TOBRADEX ST EYE DROPS,39.61733,180919,ML,N,B,TOBRADEX ST EYE DROPS,
6144261,TOBRAMYCIN 0.3% EYE DROP,1.18448,181017,ML,N,G,TOBRAMYCIN,0.3% EYE DROP
5826931,TOBRAMYCIN 0.3% EYE DROPS,1.10877,180718,ML,N,G,TOBRAMYCIN,0.3% EYE DROPS
6148924,TOBRAMYCIN 300 MG/5 ML AMPULE,7.60096,180822,ML,N,G,TOBRAMYCIN,300 MG/5 ML AMPULE
3113749,TOBRAMYCIN 40 MG/ML VIAL,0.87104,150617,ML,N,G,TOBRAMYCIN,40 MG/ML VIAL
3111396,TOBRAMYCIN 80 MG/2 ML VIAL,0.87104,150617,ML,N,G,TOBRAMYCIN,80 MG/2 ML VIAL
6145553,TOBRAMYCIN-DEXAMETH OPHTH SUSP,15.18751,181017,ML,N,G,TOBRAMYCIN-DEXAMETH OPHTH SUSP,
6148274,TOBREX 0.3% EYE OINTMENT,58.50667,181017,GM,N,B,TOBREX,0.3% EYE OINTMENT
6133338,TOLAK 4% CREAM,6.41805,180110,GM,N,B,TOLAK,4% CREAM
4800016,TOLMETIN SODIUM 400 MG CAP,2.15553,160921,EA,N,G,TOLMETIN SODIUM,400 MG CAP
6144582,TOLNAFTATE 1% CREAM,0.14417,181017,GM,Y,G,TOLNAFTATE,1% CREAM
6127688,TOLNAFTATE 1% POWDER,0.05581,181017,GM,Y,G,TOLNAFTATE,1% POWDER
3113508,TOLNAFTATE 1% SOLUTION,0.17320,150617,ML,Y,G,TOLNAFTATE,1% SOLUTION
6128919,TOLNAFTATE AF 1% CREAM,0.10272,181017,GM,Y,G,TOLNAFTATE AF,1% CREAM
6148020,TOLTERODINE TART ER 2 MG CAP,1.89587,181017,EA,N,G,TOLTERODINE TART ER,2 MG CAP
6150744,TOLTERODINE TART ER 4 MG CAP,1.67512,181017,EA,N,G,TOLTERODINE TART ER,4 MG CAP
6147647,TOLTERODINE TARTRATE 1 MG TAB,1.07222,181017,EA,N,G,TOLTERODINE TARTRATE,1 MG TAB
6144107,TOLTERODINE TARTRATE 2 MG TAB,0.64829,181017,EA,N,G,TOLTERODINE TARTRATE,2 MG TAB
6127453,TOPAMAX 100 MG TABLET,14.84171,180117,EA,N,B,TOPAMAX,100 MG TABLET
3823722,TOPAMAX 15 MG SPRINKLE CAP,4.38750,160106,EA,N,B,TOPAMAX,15 MG SPRINKLE CAP
6143719,TOPAMAX 200 MG TABLET,17.36601,181017,EA,N,B,TOPAMAX,200 MG TABLET
6146388,TOPAMAX 25 MG SPRINKLE CAP,6.33101,180103,EA,N,B,TOPAMAX,25 MG SPRINKLE CAP
6147335,TOPAMAX 25 MG TABLET,5.47720,180919,EA,N,B,TOPAMAX,25 MG TABLET
6129886,TOPAMAX 50 MG TABLET,11.03222,180718,EA,N,B,TOPAMAX,50 MG TABLET
6147985,TOPICORT 0.25% SPRAY,5.09788,180321,ML,N,B,TOPICORT,0.25% SPRAY
2720735,TOPIRAGEN 25 MG TABLET,0.03705,141022,EA,N,G,TOPIRAGEN,25 MG TABLET
6149037,TOPIRAMATE 100 MG TABLET,0.06497,181017,EA,N,G,TOPIRAMATE,100 MG TABLET
6145460,TOPIRAMATE 15 MG SPRINKLE CAP,0.35760,181017,EA,N,G,TOPIRAMATE,15 MG SPRINKLE CAP
6150888,TOPIRAMATE 200 MG TABLET,0.09872,181017,EA,N,G,TOPIRAMATE,200 MG TABLET
6151056,TOPIRAMATE 25 MG SPRINKLE CAP,0.41049,181017,EA,N,G,TOPIRAMATE,25 MG SPRINKLE CAP
6151027,TOPIRAMATE 25 MG TABLET,0.02726,181017,EA,N,G,TOPIRAMATE,25 MG TABLET
6149246,TOPIRAMATE 50 MG TABLET,0.04309,181017,EA,N,G,TOPIRAMATE,50 MG TABLET
6143771,TOPIRAMATE ER 100 MG CAPSULE,14.66363,180905,EA,N,G,TOPIRAMATE ER,100 MG CAPSULE
6150400,TOPIRAMATE ER 150 MG CAPSULE,18.15017,180905,EA,N,G,TOPIRAMATE ER,150 MG CAPSULE
6138348,TOPIRAMATE ER 200 MG CAPSULE,20.10557,180801,EA,N,G,TOPIRAMATE ER,200 MG CAPSULE
2981276,TOPIRAMATE ER 25 MG CAPSULE,2.55624,150218,EA,N,G,TOPIRAMATE ER,25 MG CAPSULE
6138564,TOPIRAMATE ER 50 MG CAPSULE,7.40912,180905,EA,N,G,TOPIRAMATE ER,50 MG CAPSULE
6148114,TOPROL XL 100 MG TABLET,1.88865,180620,EA,N,B,TOPROL XL,100 MG TABLET
3109601,TOPROL XL 200 MG TABLET,2.75165,150617,EA,N,B,TOPROL XL,200 MG TABLET
6150374,TOPROL XL 25 MG TABLET,1.26283,180620,EA,N,B,TOPROL XL,25 MG TABLET
6141683,TOPROL XL 50 MG TABLET,1.25980,180620,EA,N,B,TOPROL XL,50 MG TABLET
6144720,TORSEMIDE 10 MG TABLET,0.07607,181017,EA,N,G,TORSEMIDE,10 MG TABLET
6145196,TORSEMIDE 100 MG TABLET,0.24445,181017,EA,N,G,TORSEMIDE,100 MG TABLET
6150171,TORSEMIDE 20 MG TABLET,0.07922,181017,EA,N,G,TORSEMIDE,20 MG TABLET
6150384,TORSEMIDE 5 MG TABLET,0.05890,181017,EA,N,G,TORSEMIDE,5 MG TABLET
6130478,TOUJEO MAX SOLOSTAR 300 UNIT/ML,80.39381,180919,ML,N,B,TOUJEO MAX SOLOSTAR,300 UNIT/ML
6151093,TOUJEO SOLOSTAR 300 UNIT/ML,79.65099,180413,ML,N,B,TOUJEO SOLOSTAR,300 UNIT/ML
5797667,TOUJEO SOLOSTAR 300 UNITS/ML,79.65099,180413,ML,N,B,TOUJEO SOLOSTAR,300 UNITS/ML
6133909,TOVIAZ ER 4 MG TABLET,10.10424,181017,EA,N,B,TOVIAZ ER,4 MG TABLET
6146497,TOVIAZ ER 8 MG TABLET,10.08646,181017,EA,N,B,TOVIAZ ER,8 MG TABLET
5252827,TOZAL SOFTGEL,0.42554,170118,EA,Y,B,TOZAL SOFTGEL,
6147869,TRADJENTA 5 MG TABLET,13.16990,181017,EA,N,B,TRADJENTA,5 MG TABLET
6140683,TRAMADOL ER 100 MG TABLET,1.72047,181017,EA,N,G,TRAMADOL ER,100 MG TABLET
6142594,TRAMADOL ER 200 MG TABLET,3.13653,181017,EA,N,G,TRAMADOL ER,200 MG TABLET
6134683,TRAMADOL ER 300 MG TABLET,3.50540,180919,EA,N,G,TRAMADOL ER,300 MG TABLET
6150411,TRAMADOL HCL 50 MG TABLET,0.02238,181017,EA,N,G,TRAMADOL HCL,50 MG TABLET
6144840,TRAMADOL HCL ER 100 MG TABLET,1.55573,181017,EA,N,G,TRAMADOL HCL ER,100 MG TABLET
6143067,TRAMADOL HCL ER 200 MG TABLET,2.18077,181017,EA,N,G,TRAMADOL HCL ER,200 MG TABLET
6149533,TRAMADOL HCL ER 300 MG TABLET,3.25712,181017,EA,N,G,TRAMADOL HCL ER,300 MG TABLET
6150203,TRAMADOL-ACETAMINOPHEN 37.5-325 MG TAB,0.14072,181017,EA,N,G,TRAMADOL-ACETAMINOPHEN,37.5-325 MG TAB
864690,TRAMADOL-ACETAMINOPHN 37.5-325,0.20000,150121,EA,N,G,TRAMADOL-ACETAMINOPHN,37.5-325
6149703,TRANDOLAPRIL 1 MG TABLET,0.20282,180321,EA,N,G,TRANDOLAPRIL,1 MG TABLET
6145906,TRANDOLAPRIL 2 MG TABLET,0.19790,181017,EA,N,G,TRANDOLAPRIL,2 MG TABLET
6148245,TRANDOLAPRIL 4 MG TABLET,0.22926,181017,EA,N,G,TRANDOLAPRIL,4 MG TABLET
6147577,TRANDOLAPRIL-VERAPAMIL ER 4-240 MG TABLET,3.63558,180822,EA,N,G,TRANDOLAPRIL-VERAPAMIL ER,4-240 MG TABLET
6144280,TRANEXAMIC ACID 650 MG TABLET,2.12414,181017,EA,N,G,TRANEXAMIC ACID,650 MG TABLET
6148506,TRANSDERM-SCOP 1.5 MG/3 DAY,17.12309,180117,EA,N,B,TRANSDERM-SCOP,1.5 MG/3 DAY
2958158,TRANSDERM-SCOP 1.5 MG/72HR,18.98591,150722,EA,N,B,TRANSDERM-SCOP,1.5 MG/72HR
6135315,TRANYLCYPROMINE SULF 10 MG TAB,1.52420,181017,EA,N,G,TRANYLCYPROMINE SULF,10 MG TAB
6134334,TRAVATAN Z 0.004% EYE DROP,65.39198,181017,ML,N,B,TRAVATAN Z,0.004% EYE DROP
6149712,TRAVEL SICKNESS 25 MG TAB CHEW,0.03741,181017,EA,Y,G,TRAVEL SICKNESS,25 MG TAB CHEW
6150531,TRAVEL SICKNESS 50 MG TABLET,0.05246,181017,EA,Y,G,TRAVEL SICKNESS,50 MG TABLET
4596501,TRAVOPROST 0.004% EYE DROP,30.20720,160817,ML,N,G,TRAVOPROST,0.004% EYE DROP
6150131,TRAZODONE 100 MG TABLET,0.07852,181017,EA,N,G,TRAZODONE,100 MG TABLET
6146751,TRAZODONE 150 MG TABLET,0.14826,181017,EA,N,G,TRAZODONE,150 MG TABLET
6147646,TRAZODONE 300 MG TABLET,2.51755,181017,EA,N,G,TRAZODONE,300 MG TABLET
6150418,TRAZODONE 50 MG TABLET,0.04280,181017,EA,N,G,TRAZODONE,50 MG TABLET
6150864,TRELEGY ELLIPTA 100-62.5-25,8.44933,180523,EA,N,B,TRELEGY ELLIPTA,100-62.5-25
6133461,TRESIBA FLEXTOUCH 100 UNITS/ML,31.00182,180703,ML,N,B,TRESIBA FLEXTOUCH,100 UNITS/ML
6126382,TRESIBA FLEXTOUCH 200 UNITS/ML,62.15339,180703,ML,N,B,TRESIBA FLEXTOUCH,200 UNITS/ML
6142681,TRETINOIN 0.01% GEL,3.09941,181017,GM,N,G,TRETINOIN,0.01% GEL
6139199,TRETINOIN 0.025% CREAM,2.93801,181017,GM,N,G,TRETINOIN,0.025% CREAM
6150545,TRETINOIN 0.025% GEL,4.05211,181017,GM,N,G,TRETINOIN,0.025% GEL
6140899,TRETINOIN 0.05% CREAM,2.83161,181017,GM,N,G,TRETINOIN,0.05% CREAM
3047100,TRETINOIN 0.05% EMOLLIENT CRM,2.80905,130523,GM,N,G,TRETINOIN,0.05% EMOLLIENT CRM
6139330,TRETINOIN 0.05% GEL,5.54094,181017,GM,N,G,TRETINOIN,0.05% GEL
6147982,TRETINOIN 0.1% CREAM,4.72450,181017,GM,N,G,TRETINOIN,0.1% CREAM
3046165,TRETINOIN 10 MG CAPSULE,21.18863,141112,EA,N,G,TRETINOIN,10 MG CAPSULE
5024294,TRETINOIN GEL MICRO 0.04% PUMP,10.01877,161123,GM,N,G,TRETINOIN GEL MICRO,0.04% PUMP
6133572,TRETINOIN GEL MICRO 0.04% TUBE,8.58467,181017,GM,N,G,TRETINOIN GEL MICRO,0.04% TUBE
4475301,TRETINOIN GEL MICRO 0.1% PUMP,10.17337,160622,GM,N,G,TRETINOIN GEL MICRO,0.1% PUMP
6131598,TRETINOIN GEL MICRO 0.1% TUBE,8.99111,181017,GM,N,G,TRETINOIN GEL MICRO,0.1% TUBE
6136433,TREXIMET 85-500 MG TABLET,94.16185,180718,EA,N,B,TREXIMET,85-500 MG TABLET
6148929,TRI FEMYNOR 28 TABLET,0.21987,181017,EA,N,G,TRI FEMYNOR,28 TABLET
6141285,TRI-BUFFERED ASPIRIN 325 MG,0.01828,181017,EA,Y,G,TRI-BUFFERED ASPIRIN,325 MG
2919253,TRI-DEX PE LIQUID,0.02989,130620,ML,Y,G,TRI-DEX PE LIQUID,
6131433,TRI-ESTARYLLA TABLET,0.21987,181017,EA,N,G,TRI-ESTARYLLA,TABLET
6148711,TRI-LEGEST FE-28 DAY TABLET,1.17355,181017,EA,N,G,TRI-LEGEST FE-28 DAY,TABLET
6144066,TRI-LINYAH TABLET,0.21987,181017,EA,N,G,TRI-LINYAH,TABLET
6147676,TRI-LO-ESTARYLLA TABLET,0.20576,181017,EA,N,G,TRI-LO-ESTARYLLA,TABLET
6149227,TRI-LO-MARZIA TABLET,0.20576,181017,EA,N,G,TRI-LO-MARZIA,TABLET
6149444,TRI-LO-SPRINTEC TABLET,0.20576,181017,EA,N,G,TRI-LO-SPRINTEC,TABLET
6138639,TRI-LUMA CREAM,6.46361,180801,GM,N,B,TRI-LUMA CREAM,
6143386,TRI-PREVIFEM TABLET,0.21987,181017,EA,N,G,TRI-PREVIFEM,TABLET
6145031,TRI-SPRINTEC TABLET,0.21987,181017,EA,N,G,TRI-SPRINTEC,TABLET
6145795,TRI-VIT-FLUOR 0.25 MG/ML DROP,0.18289,181017,ML,Y,G,TRI-VIT-FLUOR,0.25 MG/ML DROP
3060521,TRI-VIT-FLUOR 0.5 MG/ML DROP,0.25797,141119,ML,N,G,TRI-VIT-FLUOR,0.5 MG/ML DROP
4476797,TRI-VIT-FLUOR-IRON 0.25 MG/ML,0.63212,160622,ML,N,G,TRI-VIT-FLUOR-IRON,0.25 MG/ML
2935842,TRI-VITAMIN DROPS,0.05667,130822,ML,Y,G,TRI-VITAMIN DROPS,
6142182,TRI-VYLIBRA 28 TABLET,0.21987,181017,EA,N,G,TRI-VYLIBRA,28 TABLET
3061899,TRI-ZEL TABLET,1.54739,140618,EA,N,G,TRI-ZEL,TABLET
6149806,TRIAMCINOLONE 0.025% CREAM,0.06635,181017,GM,N,G,TRIAMCINOLONE,0.025% CREAM
6140964,TRIAMCINOLONE 0.025% LOTION,0.44761,181017,ML,N,G,TRIAMCINOLONE,0.025% LOTION
6149687,TRIAMCINOLONE 0.025% OINT,0.07499,181017,GM,N,G,TRIAMCINOLONE,0.025% OINT
6151110,TRIAMCINOLONE 0.1% CREAM,0.13884,181017,GM,N,G,TRIAMCINOLONE,0.1% CREAM
6149568,TRIAMCINOLONE 0.1% LOTION,0.37371,181017,ML,N,G,TRIAMCINOLONE,0.1% LOTION
6150718,TRIAMCINOLONE 0.1% OINTMENT,0.04101,181017,GM,N,G,TRIAMCINOLONE,0.1% OINTMENT
6146685,TRIAMCINOLONE 0.1% PASTE,6.03470,181017,GM,N,G,TRIAMCINOLONE,0.1% PASTE
6146836,TRIAMCINOLONE 0.147 MG/G SPRAY,2.83074,181017,GM,N,G,TRIAMCINOLONE,0.147 MG/G SPRAY
6149950,TRIAMCINOLONE 0.5% CREAM,0.32398,181017,GM,N,G,TRIAMCINOLONE,0.5% CREAM
6149584,TRIAMCINOLONE 0.5% OINTMENT,0.36933,181017,GM,N,G,TRIAMCINOLONE,0.5% OINTMENT
6149776,TRIAMCINOLONE 55 MCG NASAL SPR,0.71712,181017,ML,Y,G,TRIAMCINOLONE,55 MCG NASAL SPR
3027176,TRIAMINIC COLD & COUGH LIQUID,0.03774,141022,ML,Y,B,TRIAMINIC COLD & COUGH LIQUID,
6134572,TRIAMINIC DAYTIME COLD-COUGH,0.04432,180822,ML,Y,B,TRIAMINIC DAYTIME COLD-COUGH,
3043959,TRIAMINIC LONG ACT COUGH SYR,0.03652,140917,ML,Y,B,TRIAMINIC LONG ACT COUGH SYR,
6126998,TRIAMINIC NIGHTTIME COLD-COUGH,0.04226,180117,ML,Y,B,TRIAMINIC NIGHTTIME COLD-COUGH,
6146206,TRIAMTERENE-HYDROCHLOROTHIAZIDE 37.5-25 MG CP,0.11722,181017,EA,N,G,TRIAMTERENE-HYDROCHLOROTHIAZIDE,37.5-25 MG CP
6150859,TRIAMTERENE-HYDROCHLOROTHIAZIDE 37.5-25 MG TB,0.13454,181017,EA,N,G,TRIAMTERENE-HYDROCHLOROTHIAZIDE,37.5-25 MG TB
4909387,TRIAMTERENE-HYDROCHLOROTHIAZIDE 50-25 MG CAP,1.78535,161019,EA,N,G,TRIAMTERENE-HYDROCHLOROTHIAZIDE,50-25 MG CAP
6150621,TRIAMTERENE-HYDROCHLOROTHIAZIDE 75-50 MG TAB,0.15743,181017,EA,N,G,TRIAMTERENE-HYDROCHLOROTHIAZIDE,75-50 MG TAB
4606877,TRIANEX 0.05% OINTMENT,1.96897,160817,GM,N,B-ANDA,TRIANEX,0.05% OINTMENT
6147561,TRIAZOLAM 0.125 MG TABLET,1.34775,180919,EA,N,G,TRIAZOLAM,0.125 MG TABLET
6140398,TRIAZOLAM 0.25 MG TABLET,1.25481,181017,EA,N,G,TRIAZOLAM,0.25 MG TABLET
5897094,TRIBENZOR 20-5-12.5 MG TABLET,8.33226,170823,EA,N,B,TRIBENZOR,20-5-12.5 MG TABLET
5896541,TRIBENZOR 40-10-12.5 MG TABLET,10.62602,170816,EA,N,B,TRIBENZOR,40-10-12.5 MG TABLET
6145274,TRIBENZOR 40-10-25 MG TABLET,10.60172,180919,EA,N,B,TRIBENZOR,40-10-25 MG TABLET
5892792,TRIBENZOR 40-5-12.5 MG TABLET,10.53109,170823,EA,N,B,TRIBENZOR,40-5-12.5 MG TABLET
5902028,TRIBENZOR 40-5-25 MG TABLET,10.48700,170823,EA,N,B,TRIBENZOR,40-5-25 MG TABLET
3627167,TRICARE PRENATAL DHA ONE SFTGL,2.11518,151102,EA,N,B,TRICARE PRENATAL DHA ONE SFTGL,
4247730,TRICARE PRENATAL TABLET,0.98063,160420,EA,N,B,TRICARE PRENATAL,TABLET
5631914,TRICITRATES ORAL SOLUTION,0.04371,180321,ML,N,G,TRICITRATES ORAL SOLUTION,
2995431,TRICON CAPSULE,0.17056,150218,EA,N,G,TRICON CAPSULE,
6141075,TRICOR 145 MG TABLET,0.99942,171122,EA,N,B,TRICOR,145 MG TABLET
5352490,TRICOR 48 MG TABLET,0.54382,170322,EA,N,B,TRICOR,48 MG TABLET
6148984,TRIFLUOPERAZINE 1 MG TABLET,0.54492,180523,EA,N,G,TRIFLUOPERAZINE,1 MG TABLET
6148469,TRIFLUOPERAZINE 10 MG TABLET,1.34032,180822,EA,N,G,TRIFLUOPERAZINE,10 MG TABLET
6149942,TRIFLUOPERAZINE 2 MG TABLET,0.82500,180919,EA,N,G,TRIFLUOPERAZINE,2 MG TABLET
6146517,TRIFLUOPERAZINE 5 MG TABLET,0.95210,180822,EA,N,G,TRIFLUOPERAZINE,5 MG TABLET
6132357,TRIFLURIDINE 1% EYE DROPS,20.67539,181017,ML,N,G,TRIFLURIDINE,1% EYE DROPS
5340001,TRIGELS-F FORTE SOFTGEL,0.22144,170322,EA,N,G,TRIGELS-F FORTE SOFTGEL,
3054023,TRIGLIDE 160 MG TABLET,6.42080,130919,EA,N,B,TRIGLIDE,160 MG TABLET
6150609,TRIHEXYPHENIDYL 2 MG TABLET,0.05132,181017,EA,N,G,TRIHEXYPHENIDYL,2 MG TABLET
4255652,TRIHEXYPHENIDYL 2 MG/5 ML ELX,0.04487,160420,ML,N,G,TRIHEXYPHENIDYL,2 MG/5 ML ELX
6150965,TRIHEXYPHENIDYL 5 MG TABLET,0.09421,181017,EA,N,G,TRIHEXYPHENIDYL,5 MG TABLET
6139418,TRILEPTAL 150 MG TABLET,4.33517,180103,EA,N,B,TRILEPTAL,150 MG TABLET
6134868,TRILEPTAL 300 MG TABLET,7.90066,180718,EA,N,B,TRILEPTAL,300 MG TABLET
6134224,TRILEPTAL 300 MG/5 ML SUSP,1.45582,181017,ML,N,B,TRILEPTAL,300 MG/5 ML SUSP
6149392,TRILEPTAL 600 MG TABLET,14.55573,181017,EA,N,B,TRILEPTAL,600 MG TABLET
6142014,TRILIPIX DR 135 MG CAPSULE,8.63515,180919,EA,N,B,TRILIPIX DR,135 MG CAPSULE
6149597,TRILIPIX DR 45 MG CAPSULE,2.66186,171222,EA,N,B,TRILIPIX DR,45 MG CAPSULE
6127138,TRILYTE WITH FLAVOR PACKETS,0.00389,181017,ML,N,G,TRILYTE WITH FLAVOR PACKETS,
6142141,TRIMETHOBENZAMIDE 300 MG CAP,1.02013,180822,EA,N,G,TRIMETHOBENZAMIDE,300 MG CAP
6149081,TRIMETHOPRIM 100 MG TABLET,0.23359,181017,EA,N,G,TRIMETHOPRIM,100 MG TABLET
6138334,TRIMO-SAN JELLY,0.16852,181017,GM,N,B,TRIMO-SAN JELLY,
3034608,TRINATAL GT TABLET,0.21015,140219,EA,N,G,TRINATAL GT,TABLET
2995251,TRINATAL RX 1 TABLET,0.17278,140723,EA,N,G,TRINATAL RX,1 TABLET
3067365,TRINATAL ULTRA TABLET,0.13650,140122,EA,N,G,TRINATAL ULTRA,TABLET
6145397,TRINESSA LO TABLET,0.20576,181017,EA,N,G,TRINESSA LO,TABLET
6133581,TRINESSA TABLET,0.21987,181017,EA,N,G,TRINESSA,TABLET
6140155,TRINTELLIX 10 MG TABLET,12.07470,181017,EA,N,B,TRINTELLIX,10 MG TABLET
6137946,TRINTELLIX 20 MG TABLET,12.10438,181017,EA,N,B,TRINTELLIX,20 MG TABLET
6148628,TRINTELLIX 5 MG TABLET,12.09409,181017,EA,N,B,TRINTELLIX,5 MG TABLET
3070435,TRIP-PSE LIQUID,1.31989,140122,ML,Y,G,TRIP-PSE LIQUID,
6136662,TRIPHROCAPS SOFTGEL,0.16086,181017,EA,Y,G,TRIPHROCAPS SOFTGEL,
6148597,TRIPLE ANTIBIOTIC OINTMENT,0.16200,181024,GM,Y,G,TRIPLE ANTIBIOTIC OINTMENT,
6137685,TRIPLE ANTIBIOTIC PLUS OINT,0.12669,181017,GM,Y,G,TRIPLE ANTIBIOTIC PLUS OINT,
6137260,TRIPLE ANTIBIOTIC PLUS OINTMNT,0.12669,181017,GM,Y,G,TRIPLE ANTIBIOTIC PLUS OINTMNT,
6129740,TRIPLE ANTIBIOTIC XTRA OINT,0.12669,181017,GM,Y,G,TRIPLE ANTIBIOTIC XTRA OINT,
4287277,TRIPLE-VIT W-FLUOR 0.25 MG/ML,0.16827,170517,ML,N,G,TRIPLE-VIT W-FLUOR,0.25 MG/ML
6146186,TRIPROLIDINE 0.313 MG/ML DROP,1.57207,180523,ML,Y,G,TRIPROLIDINE,0.313 MG/ML DROP
6147269,TRIPROLIDINE 0.625 MG/ML DROP,1.34859,180620,ML,Y,G,TRIPROLIDINE,0.625 MG/ML DROP
5571772,TRIPROLIDINE 0.625 MG/ML DROPS,1.55353,180221,ML,Y,G,TRIPROLIDINE,0.625 MG/ML DROPS
6139906,TRIUMEQ 600-50-300 MG TABLET,90.25365,181017,EA,N,B,TRIUMEQ,600-50-300 MG TABLET
5976711,TRIUMEQ TABLET,90.61422,180101,EA,N,B,TRIUMEQ,TABLET
3053957,TRIVEEN-DUO DHA COMBO PACK,0.41657,140122,EA,N,G,TRIVEEN-DUO DHA COMBO PACK,
6140863,TRIVORA-28 TABLET,0.46274,181017,EA,N,G,TRIVORA-28,TABLET
5284802,TRIXAICIN 0.025% CREAM,0.06427,180221,GM,Y,G,TRIXAICIN,0.025% CREAM
4793674,TRIXAICIN HP 0.075% CREAM,0.07296,160921,GM,Y,G,TRIXAICIN HP,0.075% CREAM
3649670,TRIZIVIR TABLET,25.85020,151021,EA,N,B,TRIZIVIR,TABLET
6135970,TROKENDI XR 100 MG CAPSULE,21.92272,180523,EA,N,B,TROKENDI XR,100 MG CAPSULE
6151150,TROKENDI XR 200 MG CAPSULE,29.78857,181017,EA,N,B,TROKENDI XR,200 MG CAPSULE
6146648,TROKENDI XR 25 MG CAPSULE,8.49001,180321,EA,N,B,TROKENDI XR,25 MG CAPSULE
6131026,TROKENDI XR 50 MG CAPSULE,11.05542,181017,EA,N,B,TROKENDI XR,50 MG CAPSULE
